file_name,prompt
"Songdo New Campus, Incheon Univ_P_008.jpg","a group of people walking in front of a building, multistory building, dezeen, lecture halls and gambling dens, pritzker architecture prize, overall architectural design, joongwon jeong, full of clear glass facades, architecture award winner, architecture digest, buildings photorealism, open wall architecture, fzd school of design, research complex, architecture magazine"
"Songdo New Campus, Incheon Univ_P_009.jpg","a couple of buildings that are next to each other, research complex, medical research facility, modern technology building, research center, multistory building, office building, megatall building, 1 3 3 4 building, the hard and strong buildings, overall architectural design, incubator medpods, large glass windows, commercial lighting, clean medical environment, modern glass building, ssci - fi"
"Songdo New Campus, Incheon Univ_P_010.jpg","a tall building sitting on top of a lush green field, research complex, medical research facility, overall architectural design, multistory building, megatall building, 1 3 3 4 building, medical complex, japanese high school, modern technology building, sustainable architecture, lecture halls and gambling dens, rough concrete walls, hospital background, research center, architectural design"
Songdo Yonsei-SLBigen Medical Institute (YSMI)_P_002.jpg,"a large building sitting on top of a grass covered field, buildings photorealism, research complex, overwatch building, realistic building, modern technology building, sharp hq rendering, huge office, research center, office building, multistory building, precise architectural rendering, the palace of ai, gigapixel photo, 4k photo gigapixel, architecture visualization"
Songdo Yonsei-SLBigen Medical Institute (YSMI)_P_003.jpg,"a large building sitting on top of a grass covered field, research complex, multistory building, megatall building, modern technology building, overall architectural design, heise jinyao, architecture award winner, 1 3 3 4 building, overwatch building, research center, cg architects, office building, medical research facility, european japanese buildings, single building, dezeen"
Songdo Yonsei-SLBigen Medical Institute (YSMI)_P_004.jpg,"a large white building sitting on top of a grass covered field, inspired by David Chipperfield, by David Chipperfield, archdaily, brutal archi, minimalist architecture, renzo piano, paler. millions of glass-walled, full of clear glass facades, impossible stijl architecture, endless empty office building, inspired by Peter Zumthor"
Songdo Yonsei-SLBigen Medical Institute (YSMI)_P_005.jpg,"a living room filled with furniture and lots of windows, bright it interiors, 5000k white product lighting, origami studio 3 design, commercial lighting, modern office, rembrandt lighting scheme, low spacial lighting : :, in a open-space working space, brutalist futuristic interior, volumeric lighting, contrejour lighting, cg architects"
Songdo Yonsei-SLBigen Medical Institute (YSMI)_P_006.jpg,"a building with a tree in the middle of it, wet reflective concrete, nationalgalleryofart, modern glass building, pritzker architecture prize, brutalist courtyard, architectural finishes, full of clear glass facades, artsationhq, modern technology building, rough concrete walls, clear glass wall, bill lowe gallery, stucco walls, 1 3 3 4 building"
Songdo Yonsei-SLBigen Medical Institute (YSMI)_P_008.jpg,"a clock that is on the side of a building, buildings photorealism, multistory building, overall architectural design, 1 3 3 4 building, architecture award winner, 4 k editorial photograph, coper cladding, inspired by David Chipperfield, high quality architectural art, large glass windows, modern glass building, tall obsidian architecture, building facing, realistic building"
Songdo Yonsei-SLBigen Medical Institute (YSMI)_P_009.jpg,"a building that has a lot of windows on it, german experssionism, research complex, modern technology building, overall architectural design, inspired by David Chipperfield, german renaissance architecture, research center, multistory building, concrete building, office building, pritzker architecture prize, neobrutalist architecture, on a great neoclassical square, analog data processing plant"
Songdo Yonsei-SLBigen Medical Institute (YSMI)_P_010.jpg,"a large building sitting on top of a lush green field, lumion rendering, renderhub next2020, research complex, lumion render, rendering of checkmate, 3dexcite, architectural rendering, architectural render, research center, architecture render, three - dimensional rendering, architectural 3 d render, iray, multistory building, architecture visualization"
Songpa Signature Lotte Castle_P_002.jpg,"a city street filled with lots of tall buildings, seoul, city high-rise, high-rise buildings, the neat and dense buildings, skyscraper forest community, dezeen, fully built buildings, sangyeob park, cascading highrise, high rise buildings, endless forest of high buildings, sleek glass buildings, lumion rendering, highrise buildings"
Songpa Signature Lotte Castle_P_003.jpg,"a city street filled with lots of tall buildings, innate studio, ouchh and and innate studio, studio la cachette, elegant walkways between towers, modern lush condo as shopfront, architecture award winner, gateway to futurisma, elegant bridges between towers, sangyeob park, the neat and dense buildings, forest setting with skyscrapers"
Songpa Signature Lotte Castle_P_004.jpg,"a couple of buildings that are next to each other, with glowing lights at night, scenic view at night, photograph of enchanted garden, beautifully lit buildings, outdoors at night, volumetric outdoor lighting, night view, nightime village background, dezeen, large windows to forest at night, housing architecture, architecture award winner, built on a steep hill, compact buildings"
Songpa Signature Lotte Castle_P_005.jpg,"a large group of tall buildings in a city, the neat and dense buildings, high-rise buildings, mass housing, city high-rise, fully built buildings, endless forest of high buildings, white buildings, seoul, traditional korean city, high rise buildings, floating buildings, highrise buildings, multistory building, compact buildings, buildings photorealism, housing architecture"
Songpa Signature Lotte Castle_P_006.jpg,"an aerial view of a city with tall buildings, endless forest of high buildings, skyscraper forest community, seoul, south korea, high-rise buildings, apartment complex made of tubes, compact buildings, pyongyang city, sangyeob park, aerial photograph of skyscraper, fully built buildings, the neat and dense buildings, pyongyang"
Songpa Signature Lotte Castle_P_007.jpg,"a tall building sitting on the side of a road, dezeen, distinct horizon, the neat and dense buildings, renderhub next2020, floating buildings, traditional korean city, seoul, the hard and strong buildings, city street view background, buildings photorealism, city high-rise, fully built buildings, high-rise buildings, multistory building"
Songpa Signature Lotte Castle_P_008.jpg,"a couple of tall buildings sitting next to each other, sangyeob park, dezeen, skybridge towers, elegant walkways between towers, elegant bridges between towers, seoul, apartment complex made of tubes, cascading highrise, city high-rise, high-rise buildings, architecture award winner, overall architectural design, height 1 7 8, cg architects"
Songpa Signature Lotte Castle_P_009.jpg,"a couple of tall buildings sitting next to each other, full of clear glass facades, dezeen, city high-rise, sleek glass buildings, architecture award winner, modern lush condo as shopfront, multistory building, the neat and dense buildings, dezeen showroom, full of glass facades, seoul, with shiny glass buildings, modern glass building"
Songpa Signature Lotte Castle_P_010.jpg,"a couple of tall buildings sitting next to each other, city high-rise, dezeen, height 1 7 8, high-rise buildings, cascading highrise, sangyeob park, tall metal towers, seoul, vertical architecture, the neat and dense buildings, elegant walkways between towers, highrise buildings, golden towers, high rise buildings"
ST International Corporation Songeun Culture Foundation_2021112510370326393.jpg_1920.jpg,"a very tall building sitting in the middle of a city, pritzker architecture prize, concrete architecture, daniel libeskind, architecture digest, concrete building, bjarke ingels, brutalist office buildings, architecture award winner, brutalist architecture buildings, sustainable architecture, the hard and strong buildings, dezeen showroom, smooth solid concrete"
ST International Corporation Songeun Culture Foundation_2021112510370365454.jpg_1920.jpg,"a very tall building sitting in the middle of a city, seoul, pritzker architecture prize, south korea, traditional korean city, concrete architecture, daniel libeskind, by David Chipperfield, architecture digest, by Tadao Ando, joongwon jeong, brutalist city architecture, inspired by Tadao Ando, inspired by David Chipperfield"
ST International Corporation Songeun Culture Foundation_2021112510370402992.jpg_1920.jpg,"a white van driving down a street next to tall buildings, by David Chipperfield, inspired by David Chipperfield, pritzker architecture prize, seoul, modern art museum, museum of modern art, photo courtesy museum of art, minimalist architecture, by Yi Jaegwan, on the art contemporary art, inspired by Tadao Ando, by Tadao Ando"
ST International Corporation Songeun Culture Foundation_2021112510370443587.jpg_1920.jpg,"a sign that is on the side of a building, design milk, artsationhq, artforum, on the art contemporary art, pritzker architecture prize, wolff olins |, dezeen showroom, william blake art exhibit, venice biennale's golden lion, the designer's republic, virgil abloh, retaildesignblog.net, barbara kruger"
ST International Corporation Songeun Culture Foundation_202111251037048410.jpg_1920.jpg,"the inside of a building with a spiral staircase, by David Chipperfield, brutal concrete interiors, inspired by David Chipperfield, smooth solid concrete, john pawson, by Richard Wilson, polished concrete, by Anish Kapoor, by Tadao Ando, smooth concrete, by Bruce Nauman, architecture digest, by Rachel Whiteread, white concrete floor, concrete architecture"
ST International Corporation Songeun Culture Foundation_2021112510370521693.jpg_1400.jpg,"a very tall building sitting in the middle of a city, dezeen, concrete building, concrete architecture, daniel libeskind, dezeen showroom, architecture award winner, architecture digest, seoul, brutalist office buildings, overwatch building, ouchh and and innate studio, bjarke ingels, sustainable architecture, by Yi Jaegwan"
ST International Corporation Songeun Culture Foundation_2021112510370638887.jpg_456.jpg,"a circular window in the ceiling of a building, by Tadao Ando, by Zaha Hadid, smooth solid concrete, portal. zaha hadid, brutal concrete interiors, concrete hitech interior, smooth concrete, by David Chipperfield, concrete architecture, inside a futuristic army base, inside a brutalist space ship, architecture zaha hadid, solid concrete"
ST International Corporation Songeun Culture Foundation_202111251037067489.jpg_456.jpg,"a man riding a skateboard on top of a wooden floor, brutal concrete interiors, by Tadao Ando, by Richard Wilson, by David Chipperfield, polished concrete, concrete hitech interior, smooth solid concrete, inspired by Tadao Ando, architecture digest, concrete architecture, brutalist futuristic interior, smooth concrete, inspired by David Chipperfield"
ST International Corporation Songeun Culture Foundation_2021112510370723236.jpg_456.jpg,"a very tall building sitting on the side of a road, neo-andean architecture, neo - andean architecture, concrete building, pritzker architecture prize, neo brutalism, brutalist architecture building, smooth solid concrete, inspired by Tadao Ando, concrete architecture, dezeen, postmodernism style, inspired by David Chipperfield"
Starfield Anseong_2020121013213216453.jpg_1920.jpg,"a large building with a sign on the side of it, on a futuristic shopping mall, retaildesignblog.net, polygonal iron steel walls, architecture digest, overall architectural design, sharp hq rendering, retaildesignblog, hyperdetailed samsung store, architecture award winner, shopping mall, realistic building, huge futuristic building, award winning architecture, appearing in a shopping mall"
Starfield Anseong_2020121013213247750.jpg_1920.jpg,"a city filled with lots of tall buildings, shopping mall, traditional korean city, seoul, dezeen, appearing in a shopping mall, retaildesignblog.net, southdale center, epic buildings in the center, ultra view, mall background, 4k photo gigapixel, house's and shops and buildings, megabuildings, urban plaza"
Starfield Anseong_2020121013213280542.jpg_1920.jpg,"a view of a city from a bird's eye view, polygonal iron steel walls, retaildesignblog.net, shopping mall, dezeen, colorful striped pavillions, retaildesignblog, on a futuristic shopping mall, overall architectural design, architecture digest, full of clear glass facades, chinese architecture, architecture award winner, curvilinear architecture"
Starfield Anseong_2020121013213319558.jpg_1920.jpg,"a tall clock tower sitting on the side of a road, pixar animation studio, pritzker architecture prize, national art school mfa, concentrated buildings, avetetsuya studios, artstaion, architecture award winner, dezeen, full of clear glass facades, museum of modern art, well-designed masterpiece, elegant walkways between towers, architecture digest"
Starfield Anseong_2020121013213352478.jpg_1920.jpg,"a large library filled with lots of books, standing inside a magic library, bookshops, ((((library interior)))), liminal bookshop, an eternal library, inside a library, filled with books, interior of a library, on a futuristic shopping mall, endless books, infinite celestial library, fancy library, the library of babel, flying books"
Starfield Anseong_2020121013213386745.jpg_1400.jpg,"an aerial view of a city with lots of buildings, shopping mall, promotional still wide angle, seoul, traditional korean city, dezeen, southdale center, hyperdetailed samsung store, ultra wide angle isometric view, 4k photo gigapixel, on a futuristic shopping mall, appearing in a shopping mall, retaildesignblog.net, parks and public space"
Starfield Anseong_2020121013213500898.jpg_456.jpg,"a building with a clock tower in the background, southdale center, bentonville arkansas, contemporary, photo courtesy museum of art, contemporary masterpiece, contemporary art, high quality architectural art, retaildesignblog.net, minneapolis, tall metal towers, overall architectural design, artstaion, architecture award winner, full height sculpture, modern art museum, urban plaza"
Starfield Anseong_2020121013213522786.jpg_456.jpg,"a group of people walking inside of a building, splendid haussmann architecture, glass and metal : : peugot onyx, art deco influence, paris hotel style, shiny marble floor, pritzker architecture prize, postmodernism style, inspired art deco, futuristic decoration, modern art deco, accent lighting : : peugot onyx, architecture digest"
Starfield Anseong_2020121013213549253.jpg_456.jpg,"a group of people that are inside of a building, southdale center, atrium, 5000k white product lighting, large glass ceilings, commercial lighting, retaildesignblog.net, mallsoft, overall architectural design, skylight open ceiling, on a futuristic shopping mall, vaporwave mall aesthetic, paler. millions of glass-walled, skylights"
Starfield City Myeongji_2020011617154704259.jpg_1920.jpg,"a very tall building with a lot of windows, high quality architectural art, full of clear glass facades, phoenix rising from the ashes, uhd upscale, featured in artscape, corporate memphis, featured on artscape, architecture award winner, exterior photo, modern glass building, colorful tiled architecture, medical research facility, multistory building, megatall building"
Starfield City Myeongji_2020011617154740244.jpg_1920.jpg,"a tall building with a neon sign in front of it, architecture award winner, pritzker architecture prize, overall architectural design, architecture digest, low spacial lighting : :, transparent glass surfaces, award winning architecture, dezeen, set inside of parking garage, 5000k white product lighting, high quality architectural art, metallic reflective surfaces"
Starfield City Myeongji_2020011617154774527.jpg_1920.jpg,"a tall building sitting on the side of a road, capital plaza, exterior photo, exterior shot, sharp hq rendering, corporate memphis, megatall building, with shiny glass buildings, large commercial led screens, exterior photography, from street level, full of clear glass facades, city scene, architectural rendering, city quality lighting, multistory building, 1 3 3 4 building"
Starfield City Myeongji_2020011617154823098.jpg_1920.jpg,"a large library filled with lots of books, retaildesignblog, ((((library interior)))), retaildesignblog.net, white map library, hyperdetailed samsung store, high detailed store, main character center focus, interior of a library, promotional still wide angle, filled with books, 5000k white product lighting, bookshops, open ceiling"
Starfield City Myeongji_202001161715485749.jpg_1920.jpg,"a children's play area in the middle of a city, urban playground, children playground, parks and public space, inside elementary school, school courtyard, architecture digest, trending on dezeen, playground, pritzker architecture prize, playful creativity, architecture magazine, architecture award winner, activity play centre, design milk, fantastic space, integrated design, public space"
Starfield City Myeongji_2020011617154894983.jpg_1400.jpg,"a group of people riding down an escalator, vaporwave mall aesthetic, on a futuristic shopping mall, retaildesignblog.net, hyperdetailed samsung store, food court, retaildesignblog, rectilinear vaporwave, glowing epicentre, ethereal hologram center, neon lights above shops, colorful striped pavillions, mallsoft, food court in a mall"
Starfield City Myeongji_2020011617155005844.jpg_456.jpg,"a bunch of tables that are inside of a building, on a futuristic shopping mall, retaildesignblog.net, white marble interior photograph, retaildesignblog, commercial lighting, interior architecture view, bangkok townsquare, 5000k white product lighting, food court, overall architectural design, dezeen, food court in a mall, in magnificent shopping mall"
Starfield City Myeongji_2020011617155030835.jpg_456.jpg,"a couple of escalators that are in a building, retaildesignblog.net, retaildesignblog, 5000k white product lighting, on a futuristic shopping mall, commercial lighting, vaporwave mall aesthetic, southdale center, high detailed store, white marble interior photograph, mallsoft, open ceiling, interior architecture view, catalogue photo, promotional still wide angle"
Starfield City Myeongji_2020011617155057476.jpg_456.jpg,"a couple of escalators that are in a building, on a futuristic shopping mall, food court, food court in a mall, commercial lighting, retaildesignblog, retaildesignblog.net, vaporwave mall aesthetic, atrium, dezeen, halfrear lighting, interior architecture view, futuristic interior, accent lighting : : peugot onyx"
Starfield Hanam_20180117115313725.jpg_1920.jpg,"the exterior of a shopping center lit up at night, southdale center, large commercial led screens, retaildesignblog.net, appearing in a shopping mall, shopping mall, inspired by Edi Rama, mihail spil-haufter, commercial lighting, reddish exterior lighting, retaildesignblog, speilbergian lighting, large led screens, on a futuristic shopping mall"
Starfield Hanam_20180117115314491.jpg_1920.jpg,"a building that is lit up at night, southdale center, glowing epicentre, retaildesignblog.net, architecture award winner, shopping mall, retaildesignblog, full of clear glass facades, award winning architecture, concert hall, on a futuristic shopping mall, overall architectural design, architecture digest, futuristic casino, sportspalast amphitheatre, cg architects"
Starfield Hanam_20180117115315319.jpg_1920.jpg,"a city street filled with lots of traffic next to tall buildings, photo courtesy museum of art, retaildesignblog.net, retaildesignblog, museum background, appearing in a shopping mall, museum of modern art, nationalgalleryofart, artstaion, shopping mall, modern art museum, contemporary art gallery, artforum, museum of art, on the art contemporary art"
Starfield Hanam_20180117115315850.jpg_1920.jpg,"a city street filled with lots of traffic next to tall buildings, shopping mall, retaildesignblog.net, volumetric outdoor lighting, retaildesignblog, glowing epicentre, appearing in a shopping mall, commercial lighting, on a futuristic shopping mall, architecture digest, led display, advertising lighting, in magnificent shopping mall, cyber led neon lighting, large led lights"
Starfield Hanam_20180117115316412.jpg_1920.jpg,"a group of people walking through a shopping mall, on a futuristic shopping mall, retaildesignblog.net, overall architectural design, in magnificent shopping mall, large commercial led screens, retaildesignblog, shopping mall, bangkok townsquare, commercial lighting, architecture digest, vaporwave mall aesthetic, appearing in a shopping mall, 5000k white product lighting"
Starfield Hanam_20180117131807985.jpg_1400.jpg,"an aerial view of a building with mountains in the background, retaildesignblog.net, shopping mall, retaildesignblog, pritzker architecture prize, appearing in a shopping mall, photo courtesy museum of art, in magnificent shopping mall, urban plaza, with mountains as background, cosmoport, on a futuristic shopping mall, photo 1 5 mm, mall background"
Starfield Hanam_20180117131809344.jpg_456.jpg,"a group of people sitting on a bench in front of a building, retaildesignblog, retaildesignblog.net, full of clear glass facades, perforated metal, sharp hq rendering, overall architectural design, appearing in a shopping mall, shopping mall, large commercial led screens, staples, architectural finishes, southdale center, polygonal iron steel walls"
Starfield Hanam_20180117131809844.jpg_456.jpg,"a large building with a lot of windows next to a street, concert hall, sportspalast amphitheatre, singing at a opera house, photo of a huge theaterstage, freddy mamani silvestre facade, full of clear glass facades, photo of a big theaterstage, architecture award winner, opera, retaildesignblog.net, retaildesignblog, renzo piano"
Starfield Hanam_20180117131810235.jpg_456.jpg,"a group of people walking around inside of a building, retaildesignblog.net, on a futuristic shopping mall, overall architectural design, retaildesignblog, commercial lighting, 5000k white product lighting, in magnificent shopping mall, bangkok townsquare, shopping mall, paler. millions of glass-walled, advertising lighting, large commercial led screens"
Starfileld Library_2018060520301029815.jpg_1920.jpg,"a group of people walking through a library filled with books, ((((library interior)))), the library of babel, library of babel, inside a library, interior of a library, paler. millions of glass-walled, filled with books, an eternal library, standing inside a magic library, flying books, fancy library, white map library, bookshops"
Starfileld Library_2018060520301070973.jpg_1920.jpg,"a group of people that are standing in a building, bookshops, ((((library interior)))), inside a library, magazine sales, arcane books, people shopping, the library of babel, interior of a library, bustling with people, bangkok townsquare, reading in library, library of babel, liminal bookshop, an eternal library"
Starfileld Library_2018060520301108471.jpg_1920.jpg,"a group of people sitting at tables in a library, inside a library, ((((library interior)))), an eternal library, interior of a library, white map library, fancy library, vast library, the library of babel, standing inside a magic library, in a library, book library studying, reading in library, infinite library, library interior background"
Starfileld Library_2018060520301142735.jpg_1920.jpg,"a library filled with lots of books next to an escalator, ((((library interior)))), the library of babel, interior of a library, fancy library, an eternal library, inside a library, library of babel, standing inside a magic library, white map library, infinite celestial library, paler. millions of glass-walled, infinite library"
Starfileld Library_201806052030118184.jpg_1920.jpg,"a picture of a building in the middle of a city, full of clear glass facades, bangkok townsquare, retaildesignblog, on a futuristic shopping mall, smooth utopian design, retaildesignblog.net, simplfied, shopping mall, shibuya prefecture, full of glass facades, with shiny glass buildings, high detailed store, southdale center, storefronts"
Starfileld Library_2018060520301219362.jpg_1400.jpg,"a large library filled with lots of books, ((((library interior)))), an eternal library, infinite celestial library, the library of babel, fancy library, infinite library, interior of a library, library of babel, inside a library, standing inside a magic library, flying books, endless books, bookshops, manhwa, traditional korean city, filled with books"
Starlit Seongsu_2022110915443061186.jpg_1920.jpg,"a clock that is on the side of a building, studio muti, ouchh and and innate studio, innate studio, korean typography, white map library, renderhub next2020, visual design school, artsationhq, multistory building, pritzker architecture prize, the hard and strong buildings, realistic building, buildings photorealism"
Starlit Seongsu_2022110915443109529.jpg_1920.jpg,"a very tall building with a lot of windows, full of clear glass facades, multistory building, 1 3 3 4 building, coper cladding, modern glass building, full of glass facades, metal rust and plaster materials, polygonal iron steel walls, iron cladding, megatall building, metal cladding wall, sleek glass buildings, russian constructivism"
Starlit Seongsu_2022110915443148692.jpg_1920.jpg,"a person walking down a sidewalk in front of a building, modern lush condo as shopfront, rammed earth courtyard, design milk, urban jungle plants, multistory building, arborescent architecture, building cover with plant, retaildesignblog, parks and public space, urban motifs, tokio aoyama, retaildesignblog.net, nomadic urbanism"
Starlit Seongsu_2022110915443190839.jpg_1920.jpg,"a group of people walking down a sidewalk next to tall buildings, avetetsuya studios, private academy entrance, cg architects, school courtyard, sublittoral jellyfish schools, courtyard walkway, architecture award winner, well - designed, artsationhq, lecture halls and gambling dens, floating over a city sidewalk, award winning architecture, roof garden, by Sydney Prior Hall"
Starlit Seongsu_2022110915443229941.jpg_1920.jpg,"a view of a city from the top of a building, volumetric outdoor lighting, dezeen showroom, roof garden, cg architects, dezeen, cinematic outdoor lighting, soft filtered outdoor lighting, ouchh and and innate studio, overall architectural design, multistory building, full of clear glass facades, innate studio, by Jiao Bingzhen"
Starlit Seongsu_2022110915443268917.jpg_1400.jpg,"a train traveling through a city next to tall buildings, seoul, cyberpunk elevated train, dezeen, central hub, by Yi Jaegwan, monorail station, floating over a city sidewalk, multistory building, jr sc maglev, subway station, traditional korean city, sangyeob park, south korea, aetstationhd, urban surroundings"
Starlit Seongsu_2022110915443393913.jpg_456.jpg,"a tall red brick building sitting in the middle of a city, multistory building, neo-andean architecture, neo - andean architecture, seoul, pritzker architecture prize, bangkok townsquare, cg architects, modern lush condo as shopfront, ouchh and and innate studio, avetetsuya studios, architecture award winner, traditional korean city"
Starlit Seongsu_2022110915443422094.jpg_456.jpg,"a red brick building with a blue sky in the background, opposite the lift-shaft, coventry city centre, elegant walkways between towers, bangkok townsquare, full of clear glass facades, central hub, merchant street, modern glass building, multistory building, photograph of the city street, skybridges, dezeen, modernist buildings, postmodernism style"
Starlit Seongsu_202211091544345027.jpg_456.jpg,"the inside of a building with lots of windows, studio muti, urban music studio, beautiful creative space behind, by Modest Urgell, design milk, modeling studio, design studio, mappa studio, retaildesignblog, well-designed masterpiece, studio mappa, multistory building, retaildesignblog.net, award - winning brand agency, dezeen showroom"
Suhyup Noryangjin Integrated Resort_P_002.jpg,"a group of tall buildings next to a body of water, vincent callebaut composition, vincent callebaut, futuristic architectural art, detailed renderings, zaha hadid style architecture, futuristic casino, smooth utopian design, sleek utopian design, sharp hq rendering, futuristic utopian architecture, beautiful russia of the future, conceptual rendering, inspired by Victor Enrich, futuristic architecture"
Suhyup Noryangjin Integrated Resort_P_003.jpg,"a group of cars driving down a street next to tall buildings, futuristic phnom-penh cambodia, rendering of checkmate, lumion rendering, conceptual rendering, futuristic architectural art, zaha hadid style architecture, sharp hq rendering, futuristic casino, vincent callebaut, detailed renderings, in style of zaha hadid architect, inspired by Victor Enrich, vincent callebaut composition"
Suhyup Noryangjin Integrated Resort_P_004.jpg,"a group of tall buildings sitting on top of a lush green hillside, sharp hq rendering, lumion rendering, rendering of checkmate, huge futuristic building, detailed rendering, multi layered huge architectures, conceptual rendering, detailed renderings, renderhub next2020, architecture render ”, futuristic casino, imax render, ultra - futuristic architecture, architectural rendering, futuristic architecture"
Suhyup Noryangjin Integrated Resort_P_005.jpg,"a group of buildings that are next to each other, lumion rendering, renderhub next2020, seoul, pyongyang city, megabuildings, traditional korean city, detailed renderings, sharp hq rendering, epic buildings in the center, zaha hadid style architecture, smooth utopian design, multi layered huge architectures, conceptual rendering"
Sun Cruise Resort and Pool Villa_P_002.jpg,"a group of people on a beach next to a cruise ship, detailed renderings, detailed rendering, conceptual rendering, photoralistic rendering, architectural rendering, cg rendering, a digital rendering, lumion rendering, realistic rendering, concept art rendering, artists impression, 3 d render and matte painting, artistic rendering, dramatic rendering, rendering of checkmate, digital rendering"
Sun Cruise Resort and Pool Villa_P_003.jpg,"a large white building next to a body of water, lumion rendering, detailed renderings, detailed rendering, architectural rendering, photoralistic rendering, lumion render, conceptual rendering, rendering of checkmate, precise architectural rendering, renderhub next2020, architectural visualisation, sun coast, artists impression, a digital rendering, in a beachfront environment"
Sun Cruise Resort and Pool Villa_P_004.jpg,"a large building sitting on top of a lush green hillside, detailed renderings, detailed rendering, rendering of checkmate, lumion rendering, sun coast, holiday resort, renderhub next2020, architectural rendering, photoralistic rendering, artists impression, iray, digital rendering, architecture visualization, cg rendering, artist impression, conceptual rendering, detail render"
Sungnak Evangelical Holiness Church_P_002.jpg,"a group of people standing in front of a tall building, iron cladding, metal rust and plaster materials, copper details, lecture halls and gambling dens, copper patina, copper oxide and rust materials, smooth curvilinear design, metallic architecture, medical research facility, curvilinear architecture, metal hard surfaces, intricate copper details"
Sungnak Evangelical Holiness Church_P_003.jpg,"a tall building sitting in the middle of a city, medical research facility, multistory building, transparent glass surfaces, full of clear glass facades, research complex, paler. millions of glass-walled, large glass windows, organic buildings, 1 3 3 4 building, megatall building, research center, modern glass building, modern technology building"
Sungnak Evangelical Holiness Church_P_004.jpg,"a building with a staircase in front of it, glass railing, multistory building, kyoto animation studio, elegant walkways between towers, highrise made up staircases, external staircases, modern glass building, full of clear glass facades, polygonal iron steel walls, office building, avetetsuya studios, coper cladding, metal cladding wall"
Sungnak Evangelical Holiness Church_P_005.jpg,"a view of a city from the top of a building, seoul, panoramic centered view of girl, giraffe standing on the rooftop, panoramic photography, panoramic anamorphic, ultra wide angle horizon, promotional still wide angle, pyongyang city, south korea, by Yi Jaegwan, traditional korean city, pyongyang, helipad, roof background"
Sungnak Evangelical Holiness Church_P_006.jpg,"there is a wooden bench in the middle of the room, avetetsuya studios, dezeen showroom, kyoto animation studio, stairs and bookshelves, angular dynamic white rock floor, interior architecture view, huge office, modern japanese living room, large staircase, picture of an interior loft, shaft studio, low spacial lighting : :, japanese architecture"
Sungnak Evangelical Holiness Church_P_007.jpg,"a very tall building sitting in the middle of a city, dezeen, full of clear glass facades, renderhub next2020, sharp hq rendering, overwatch building, huge futuristic building, architecture award winner, realistic building, epic buildings in the center, full of glass facades, central hub, seoul, megatall building, transparent building"
Sungnak Evangelical Holiness Church_P_008.jpg,"a large building sitting on the side of a road, full of clear glass facades, pritzker architecture prize, artsationhq, multistory building, seoul, dezeen, lecture halls and gambling dens, architecture award winner, metal rust and plaster materials, full of glass facades, overwatch building, renderhub next2020, research center"
Sungnak Evangelical Holiness Church_P_009.jpg,"a group of green chairs sitting inside of a building, full of clear glass facades, clear glass wall, paler. millions of glass-walled, large glass windows, floor - to - ceiling windows, glass wall, by Maginel Wright Enright Barney, architectural finishes, colorful copper brass accents, metal panels, metallic polished surfaces, medical lighting, transparent glass surfaces"
Sungnak Evangelical Holiness Church_P_010.jpg,"a large auditorium with rows of empty seats, concert hall, photo of a huge theaterstage, giant hall, interior architecture view, large viewscreens, satanic church interior, modernist interior, in this church interior, pipe organ, church interior, interior photograph, commercial lighting, the blessed aisles, interior view, biblical art lighting, church chandelier"
Surplus Global Semiconductor Cluster_2022022213123709294.jpg_1920.jpg,"a building with a lot of cars parked in front of it, data center, hologram center, in realistic data center, analog data processing plant, extreamly detailed data center, kyoani studio, in detailed data center, datacentre, cyborg in the data center, in data center, ethereal hologram center, acescg colorspace, kyoto animation studio"
Surplus Global Semiconductor Cluster_2022022213123748388.jpg_1920.jpg,"a large building sitting on top of a lush green hillside, analog data processing plant, tankobon, data center, in realistic data center, saitama prefecture, tall factory, datacentre, sally corporation, in detailed data center, in data center, atlus, extreamly detailed data center, cyborg in the data center, photo of a huge theaterstage"
Surplus Global Semiconductor Cluster_202202221312379204.jpg_1920.jpg,"a building with a parking lot in front of it, refrigerated storage facility, data center, extreamly detailed data center, datacentre, cyborg in the data center, black steel buildings, metal panels, in realistic data center, metal cladding wall, analog data processing plant, in detailed data center, gipf project, trading depots, industrial architecture, industrial photography"
Surplus Global Semiconductor Cluster_2022022213123857648.jpg_1920.jpg,"a building sitting on top of a hill next to a road, medical research facility, data center, datacentre, research complex, in realistic data center, cybertech, northern star at night, analog data processing plant, research center, futuristic scientific laboratory, south korean male, clean medical environment, ultrastation hq, modern technology building, corporate photo, incubator medpods"
Surplus Global Semiconductor Cluster_2022022213123924837.jpg_1920.jpg,"a couple of people that are standing in a building, white map library, ((((library interior)))), interior of a library, fancy library, inside a library, infinite library, library of babel, library, the library of babel, library in the style of baroque, an eternal library, running dog in a library, inspired by Edi Rama"
Surplus Global Semiconductor Cluster_2022022213123985878.jpg_738.jpg,"a building with cars parked in front of it, medical research facility, research complex, megatall building, data center, modern technology building, 1 3 3 4 building, coper cladding, research center, analog data processing plant, multistory building, office building, metal panels, metal cladding wall, in realistic data center, overall architectural design, datacentre, exterior photo"
